province,cultivated_areas,harvested_area,product,rain,fertilizer_price,oil_price,plant_price,year,type
หนองบัวลำภู,108084,86685,18838,1608.2,13699.45,29.01,55.81,2560,ยางพารา
อุดรธานี,531349,435921,93123,1860.2,13699.45,29.01,55.81,2560,ยางพารา
หนองคาย,271682,238182,52937,2087.3,13699.45,29.01,55.81,2560,ยางพารา
บึงกาฬ,847095,771897,182075,0,13699.45,29.01,55.81,2560,ยางพารา
สกลนคร,336937,274792,60688,2422.9,13699.45,29.01,55.81,2560,ยางพารา
นครพนม,313619,261543,56159,2663.9,13699.45,29.01,55.81,2560,ยางพารา
มุกดาหาร,210278,167697,35833,2056.8,13699.45,29.01,55.81,2560,ยางพารา
ยโสธร,97229,77278,15932,0,13699.45,29.01,55.81,2560,ยางพารา
อํานาจเจริญ,75435,54433,11278,0,13699.45,29.01,55.81,2560,ยางพารา
อุบลราชธานี,454056,392269,79834,1794.9,13699.45,29.01,55.81,2560,ยางพารา
ศรีสะเกษ,312565,249935,54993,1663.4,13699.45,29.01,55.81,2560,ยางพารา
สุรินทร์,180552,125521,26602,1512,13699.45,29.01,55.81,2560,ยางพารา
บุรีรัมย์,227811,188360,41222,1873.8,13699.45,29.01,55.81,2560,ยางพารา
มหาสารคาม,10967,6533,1035,1890.8,13699.45,29.01,55.81,2560,ยางพารา
ร้อยเอ็ด,90372,71007,12204,1759.1,13699.45,29.01,55.81,2560,ยางพารา
กาฬสินธุ์,190969,149894,28740,1713.9,13699.45,29.01,55.81,2560,ยางพารา
ขอนแก่น,82648,67804,12246,1426.6,13699.45,29.01,55.81,2560,ยางพารา
ชัยภูมิ,119701,77747,16143,1135.9,13699.45,29.01,55.81,2560,ยางพารา
นครราชสีมา,53124,38211,7717,1652.8,13699.45,29.01,55.81,2560,ยางพารา
สระบุรี,2516,1389,173,0,13699.45,29.01,55.81,2560,ยางพารา
ลพบุรี,2284,1065,115,1282.4,13699.45,29.01,55.81,2560,ยางพารา
สิงห์บุรี,0,0,0,0,13699.45,29.01,55.81,2560,ยางพารา
ชัยนาท,0,0,0,1195.9,13699.45,29.01,55.81,2560,ยางพารา
สุพรรณบุรี,7081,2272,318,1357.9,13699.45,29.01,55.81,2560,ยางพารา
อ่างทอง,0,0,0,0,13699.45,29.01,55.81,2560,ยางพารา
พระนครศรีอยุธยา,0,0,0,1369.8,13699.45,29.01,55.81,2560,ยางพารา
นนทบุรี,0,0,0,0,13699.45,29.01,55.81,2560,ยางพารา
กรงุเทพมหานคร,0,0,0,2675.8,13699.45,29.01,55.81,2560,ยางพารา
ปทุมธานี,411,361,58,1575.8,13699.45,29.01,55.81,2560,ยางพารา
นครนายก,1646,932,117,0,13699.45,29.01,55.81,2560,ยางพารา
ปราจีนบุรี,27566,25001,4485,1895.3,13699.45,29.01,55.81,2560,ยางพารา
ฉะเชิงเทรา,201516,167422,30584,1865.3,13699.45,29.01,55.81,2560,ยางพารา
สระแก้ว,65334,32159,5807,1474.4,13699.45,29.01,55.81,2560,ยางพารา
จันทบุรี,590340,535714,108264,3681.6,13699.45,29.01,55.81,2560,ยางพารา
ตราด,338597,301344,62179,4530.6,13699.45,29.01,55.81,2560,ยางพารา
ระยอง,613220,507135,110664,1659.2,13699.45,29.01,55.81,2560,ยางพารา
ชลบุรี,215491,186772,40801,1462.6,13699.45,29.01,55.81,2560,ยางพารา
สมุทรปราการ,0,0,0,1650.9,13699.45,29.01,55.81,2560,ยางพารา
สมุทรสาคร,0,0,0,0,13699.45,29.01,55.81,2560,ยางพารา
นครปฐม,0,0,0,1228,13699.45,29.01,55.81,2560,ยางพารา
กาญจนบุรี,137457,94191,19976,1230.5,13699.45,29.01,55.81,2560,ยางพารา
ราชบุรี,28191,14283,2634,1207.9,13699.45,29.01,55.81,2560,ยางพารา
สมุทรสงคราม,0,0,0,0,13699.45,29.01,55.81,2560,ยางพารา
เพชรบุรี,16531,5626,1076,1499.6,13699.45,29.01,55.81,2560,ยางพารา
ประจวบคีรีขันธ์,225918,173055,38213,1474.5,13699.45,29.01,55.81,2560,ยางพารา
ชุมพร,540756,486396,124315,2489,13699.45,29.01,55.81,2560,ยางพารา
ระนอง,307769,275115,69227,4692.8,13699.45,29.01,55.81,2560,ยางพารา
สุราษฎร์ธานี,2450242,2195970,578277,1631.8,13699.45,29.01,55.81,2560,ยางพารา
พังงา,639769,543545,142797,0,13699.45,29.01,55.81,2560,ยางพารา
ภูเก็ต,66192,58389,11624,2766.4,13699.45,29.01,55.81,2560,ยางพารา
กระบี่,587759,509786,135008,2711.2,13699.45,29.01,55.81,2560,ยางพารา
ตรัง,1480199,1240274,304770,3221.6,13699.45,29.01,55.81,2560,ยางพารา
นครศรีธรรมราช,1803962,1535431,395311,4478.3,13699.45,29.01,55.81,2560,ยางพารา
พัทลุง,896889,764316,187568,3596.1,13699.45,29.01,55.81,2560,ยางพารา
สงขลา,1972322,1651371,414631,3424.7,13699.45,29.01,55.81,2560,ยางพารา
สตูล,428110,356697,88047,3039,13699.45,29.01,55.81,2560,ยางพารา
ปัตตานี,367860,336649,81062,3093.8,13699.45,29.01,55.81,2560,ยางพารา
ยะลา,1249743,1079111,253575,3667,13699.45,29.01,55.81,2560,ยางพารา
นราธิวาส,1007135,834775,193383,4802.4,13699.45,29.01,55.81,2560,ยางพารา
เชียงราย,376643,268707,58974,1928.5,13821.24,31.13,40.96,2561,ยางพารา
พะเยา,165162,149248,30703,1448.7,13821.24,31.13,40.96,2561,ยางพารา
ลำปาง,41138,29655,3484,1170.2,13821.24,31.13,40.96,2561,ยางพารา
ลำพูน,7004,5102,906,1121.2,13821.24,31.13,40.96,2561,ยางพารา
เชียงใหม่,26184,21207,3371,972.4,13821.24,31.13,40.96,2561,ยางพารา
แม่ฮ่องสอน,1472,1161,132,1169.1,13821.24,31.13,40.96,2561,ยางพารา
ตาก,15728,9613,1483,926.7,13821.24,31.13,40.96,2561,ยางพารา
กําแพงเพชร,37899,26027,4040,1129.6,13821.24,31.13,40.96,2561,ยางพารา
สุโขทัย,51647,35358,5728,880.1,13821.24,31.13,40.96,2561,ยางพารา
แพร่,31950,14688,2206,1023.5,13821.24,31.13,40.96,2561,ยางพารา
น่าน,297874,182493,27224,1064.8,13821.24,31.13,40.96,2561,ยางพารา
อุตรดิตถ์,27242,12105,1630,1329.9,13821.24,31.13,40.96,2561,ยางพารา
พิษณุโลก,342934,251936,40730,1140.2,13821.24,31.13,40.96,2561,ยางพารา
พิจิตร,3313,1593,172,1054.4,13821.24,31.13,40.96,2561,ยางพารา
นครสวรรค์,9393,6870,1130,883.8,13821.24,31.13,40.96,2561,ยางพารา
อุทัยธานี,33166,22747,3973,0,13821.24,31.13,40.96,2561,ยางพารา
เพชรบูรณ์,91042,50766,7417,998.2,13821.24,31.13,40.96,2561,ยางพารา
เลย,924107,688171,162310,1073.7,13821.24,31.13,40.96,2561,ยางพารา
หนองบัวลำภู,117292,103033,22139,1308.7,13821.24,31.13,40.96,2561,ยางพารา
อุดรธานี,591613,535871,119522,1423.7,13821.24,31.13,40.96,2561,ยางพารา
หนองคาย,333038,282653,65363,1667.4,13821.24,31.13,40.96,2561,ยางพารา
บึงกาฬ,877909,819189,199646,0,13821.24,31.13,40.96,2561,ยางพารา
สกลนคร,397085,330563,75248,1560,13821.24,31.13,40.96,2561,ยางพารา
นครพนม,365960,330138,72653,2666.9,13821.24,31.13,40.96,2561,ยางพารา
มุกดาหาร,263924,210530,45677,1929,13821.24,31.13,40.96,2561,ยางพารา
ยโสธร,115761,91307,18863,0,13821.24,31.13,40.96,2561,ยางพารา
อํานาจเจริญ,92092,60700,12816,0,13821.24,31.13,40.96,2561,ยางพารา
อุบลราชธานี,627754,496157,101240,1731.6,13821.24,31.13,40.96,2561,ยางพารา
ศรีสะเกษ,368640,306245,64917,1435.6,13821.24,31.13,40.96,2561,ยางพารา
สุรินทร์,244703,147558,31938,1125.1,13821.24,31.13,40.96,2561,ยางพารา
บุรีรัมย์,312216,273122,58404,831.6,13821.24,31.13,40.96,2561,ยางพารา
มหาสารคาม,12099,9921,1565,1225.1,13821.24,31.13,40.96,2561,ยางพารา
ร้อยเอ็ด,104781,89331,16851,1224.6,13821.24,31.13,40.96,2561,ยางพารา
กาฬสินธุ์,201708,169771,35276,1108.6,13821.24,31.13,40.96,2561,ยางพารา
ขอนแก่น,87900,75901,13991,1304.8,13821.24,31.13,40.96,2561,ยางพารา
ชัยภูมิ,129076,102827,20985,911.6,13821.24,31.13,40.96,2561,ยางพารา
นครราชสีมา,89936,58976,11649,962.3,13821.24,31.13,40.96,2561,ยางพารา
สระบุรี,2573,2026,264,0,13821.24,31.13,40.96,2561,ยางพารา
ลพบุรี,1989,799,79,1281.4,13821.24,31.13,40.96,2561,ยางพารา
สิงห์บุรี,0,0,0,0,13821.24,31.13,40.96,2561,ยางพารา
ชัยนาท,2201,1214,127,791.7,13821.24,31.13,40.96,2561,ยางพารา
สุพรรณบุรี,7447,4065,529,863.2,13821.24,31.13,40.96,2561,ยางพารา
อ่างทอง,0,0,0,0,13821.24,31.13,40.96,2561,ยางพารา
พระนครศรีอยุธยา,0,0,0,1023.7,13821.24,31.13,40.96,2561,ยางพารา
นนทบุรี,0,0,0,0,13821.24,31.13,40.96,2561,ยางพารา
กรงุเทพมหานคร,0,0,0,1768.2,13821.24,31.13,40.96,2561,ยางพารา
ปทุมธานี,411,361,64,1475.4,13821.24,31.13,40.96,2561,ยางพารา
นครนายก,1235,660,118,0,13821.24,31.13,40.96,2561,ยางพารา
ปราจีนบุรี,38647,28656,5869,1970.2,13821.24,31.13,40.96,2561,ยางพารา
ฉะเชิงเทรา,240774,178212,34098,1884.7,13821.24,31.13,40.96,2561,ยางพารา
สระแก้ว,74127,49117,9232,1715.2,13821.24,31.13,40.96,2561,ยางพารา
จันทบุรี,577640,530580,112906,2341.3,13821.24,31.13,40.96,2561,ยางพารา
ตราด,335039,310349,67130,4800.4,13821.24,31.13,40.96,2561,ยางพารา
ระยอง,636434,549143,114583,941.6,13821.24,31.13,40.96,2561,ยางพารา
ชลบุรี,239285,198391,44942,1332.8,13821.24,31.13,40.96,2561,ยางพารา
สมุทรปราการ,0,0,0,1498.9,13821.24,31.13,40.96,2561,ยางพารา
สมุทรสาคร,0,0,0,0,13821.24,31.13,40.96,2561,ยางพารา
นครปฐม,18,10,1,1043,13821.24,31.13,40.96,2561,ยางพารา
กาญจนบุรี,136913,124216,23512,769.2,13821.24,31.13,40.96,2561,ยางพารา
ราชบุรี,47388,34756,5737,1006.5,13821.24,31.13,40.96,2561,ยางพารา
สมุทรสงคราม,0,0,0,0,13821.24,31.13,40.96,2561,ยางพารา
เพชรบุรี,18517,10715,1828,1033.9,13821.24,31.13,40.96,2561,ยางพารา
ประจวบคีรีขันธ์,278294,260602,49620,1422.4,13821.24,31.13,40.96,2561,ยางพารา
ชุมพร,741822,513935,131067,2027,13821.24,31.13,40.96,2561,ยางพารา
ระนอง,381148,298788,74602,4760.5,13821.24,31.13,40.96,2561,ยางพารา
สุราษฎร์ธานี,2519913,2068294,538762,1611.8,13821.24,31.13,40.96,2561,ยางพารา
พังงา,589499,482373,124510,0,13821.24,31.13,40.96,2561,ยางพารา
ภูเก็ต,70266,53983,10522,2069.3,13821.24,31.13,40.96,2561,ยางพารา
กระบี่,690262,587424,153980,2203.4,13821.24,31.13,40.96,2561,ยางพารา
ตรัง,1412038,1183978,308379,2143.2,13821.24,31.13,40.96,2561,ยางพารา
นครศรีธรรมราช,1987228,1760215,445990,2218.8,13821.24,31.13,40.96,2561,ยางพารา
พัทลุง,1003412,831349,209317,1840.6,13821.24,31.13,40.96,2561,ยางพารา
สงขลา,2267616,1779046,460647,1989.7,13821.24,31.13,40.96,2561,ยางพารา
สตูล,562207,404567,102370,2224.6,13821.24,31.13,40.96,2561,ยางพารา
ปัตตานี,423920,354584,86308,1993.4,13821.24,31.13,40.96,2561,ยางพารา
ยะลา,1271694,1083822,263562,2240.3,13821.24,31.13,40.96,2561,ยางพารา
นราธิวาส,971638,833838,197639,2784.4,13821.24,31.13,40.96,2561,ยางพารา
เชียงราย,376773,276864,57660,1012.8,13734.83,29.74,41.04,2562,ยางพารา
พะเยา,155028,146664,29386,740.2,13734.83,29.74,41.04,2562,ยางพารา
ลำปาง,39836,31521,3915,1238.9,13734.83,29.74,41.04,2562,ยางพารา
ลำพูน,6698,5543,954,923.5,13734.83,29.74,41.04,2562,ยางพารา
เชียงใหม่,25665,22425,3939,972.1,13734.83,29.74,41.04,2562,ยางพารา
แม่ฮ่องสอน,1288,1024,128,1135.4,13734.83,29.74,41.04,2562,ยางพารา
ตาก,15088,10048,1702,871.6,13734.83,29.74,41.04,2562,ยางพารา
กําแพงเพชร,37129,28406,5063,1041.7,13734.83,29.74,41.04,2562,ยางพารา
สุโขทัย,52308,48458,8034,736.2,13734.83,29.74,41.04,2562,ยางพารา
แพร่,31051,19036,2946,999.9,13734.83,29.74,41.04,2562,ยางพารา
น่าน,302203,227815,35908,1275,13734.83,29.74,41.04,2562,ยางพารา
อุตรดิตถ์,27815,16881,2038,842.8,13734.83,29.74,41.04,2562,ยางพารา
พิษณุโลก,338606,298909,50599,867.6,13734.83,29.74,41.04,2562,ยางพารา
พิจิตร,3019,1557,183,837.6,13734.83,29.74,41.04,2562,ยางพารา
นครสวรรค์,8683,6701,1119,975.4,13734.83,29.74,41.04,2562,ยางพารา
อุทัยธานี,34246,28182,4868,0,13734.83,29.74,41.04,2562,ยางพารา
เพชรบูรณ์,93509,63190,9246,880.8,13734.83,29.74,41.04,2562,ยางพารา
เลย,927599,762071,172693,624.9,13734.83,29.74,41.04,2562,ยางพารา
หนองบัวลำภู,113280,104693,20958,1024,13734.83,29.74,41.04,2562,ยางพารา
อุดรธานี,582793,553403,119764,1285.7,13734.83,29.74,41.04,2562,ยางพารา
หนองคาย,334642,300673,65694,1544.6,13734.83,29.74,41.04,2562,ยางพารา
บึงกาฬ,877717,845773,197406,0,13734.83,29.74,41.04,2562,ยางพารา
สกลนคร,400339,356068,79111,1213,13734.83,29.74,41.04,2562,ยางพารา
นครพนม,367271,353055,74459,2178.1,13734.83,29.74,41.04,2562,ยางพารา
มุกดาหาร,264051,243646,50410,1587,13734.83,29.74,41.04,2562,ยางพารา
ยโสธร,116780,99838,20748,0,13734.83,29.74,41.04,2562,ยางพารา
อํานาจเจริญ,92464,74260,15050,0,13734.83,29.74,41.04,2562,ยางพารา
อุบลราชธานี,622638,539475,111201,1697.7,13734.83,29.74,41.04,2562,ยางพารา
ศรีสะเกษ,370861,344197,74708,1194.3,13734.83,29.74,41.04,2562,ยางพารา
สุรินทร์,248429,180023,35279,1194.2,13734.83,29.74,41.04,2562,ยางพารา
บุรีรัมย์,314687,300681,65555,1261.7,13734.83,29.74,41.04,2562,ยางพารา
มหาสารคาม,12268,10714,1699,1228.2,13734.83,29.74,41.04,2562,ยางพารา
ร้อยเอ็ด,106159,97040,18036,1530.7,13734.83,29.74,41.04,2562,ยางพารา
กาฬสินธุ์,204120,183073,36658,1299.6,13734.83,29.74,41.04,2562,ยางพารา
ขอนแก่น,88226,79695,14206,1068.6,13734.83,29.74,41.04,2562,ยางพารา
ชัยภูมิ,124471,110988,21621,774.8,13734.83,29.74,41.04,2562,ยางพารา
นครราชสีมา,89831,67945,12313,639,13734.83,29.74,41.04,2562,ยางพารา
สระบุรี,2369,2161,325,0,13734.83,29.74,41.04,2562,ยางพารา
ลพบุรี,2362,882,97,790.1,13734.83,29.74,41.04,2562,ยางพารา
สิงห์บุรี,0,0,0,0,13734.83,29.74,41.04,2562,ยางพารา
ชัยนาท,2212,1905,9,739,13734.83,29.74,41.04,2562,ยางพารา
สุพรรณบุรี,7354,4615,612,513.2,13734.83,29.74,41.04,2562,ยางพารา
อ่างทอง,0,0,0,0,13734.83,29.74,41.04,2562,ยางพารา
พระนครศรีอยุธยา,0,0,0,575.8,13734.83,29.74,41.04,2562,ยางพารา
นนทบุรี,0,0,0,0,13734.83,29.74,41.04,2562,ยางพารา
กรงุเทพมหานคร,0,0,0,1058.1,13734.83,29.74,41.04,2562,ยางพารา
ปทุมธานี,400,376,57,837,13734.83,29.74,41.04,2562,ยางพารา
นครนายก,963,627,110,0,13734.83,29.74,41.04,2562,ยางพารา
ปราจีนบุรี,38963,33923,6706,1341.4,13734.83,29.74,41.04,2562,ยางพารา
ฉะเชิงเทรา,237356,184739,34903,1081.8,13734.83,29.74,41.04,2562,ยางพารา
สระแก้ว,72958,56018,10174,1356.6,13734.83,29.74,41.04,2562,ยางพารา
จันทบุรี,567143,529078,105185,2538,13734.83,29.74,41.04,2562,ยางพารา
ตราด,331193,311625,67348,5287.3,13734.83,29.74,41.04,2562,ยางพารา
ระยอง,630076,553779,111617,946,13734.83,29.74,41.04,2562,ยางพารา
ชลบุรี,237348,199561,43123,1081.8,13734.83,29.74,41.04,2562,ยางพารา
สมุทรปราการ,0,0,0,962.6,13734.83,29.74,41.04,2562,ยางพารา
สมุทรสาคร,0,0,0,0,13734.83,29.74,41.04,2562,ยางพารา
นครปฐม,18,10,1,694.1,13734.83,29.74,41.04,2562,ยางพารา
กาญจนบุรี,132837,127093,23848,687.4,13734.83,29.74,41.04,2562,ยางพารา
ราชบุรี,47742,38613,6055,956.1,13734.83,29.74,41.04,2562,ยางพารา
สมุทรสงคราม,0,0,0,0,13734.83,29.74,41.04,2562,ยางพารา
เพชรบุรี,18661,13541,2189,585.6,13734.83,29.74,41.04,2562,ยางพารา
ประจวบคีรีขันธ์,277417,265508,51871,855.1,13734.83,29.74,41.04,2562,ยางพารา
ชุมพร,734231,514508,126494,1764.5,13734.83,29.74,41.04,2562,ยางพารา
ระนอง,371555,298474,71605,3828.7,13734.83,29.74,41.04,2562,ยางพารา
สุราษฎร์ธานี,2459685,2055092,508299,1233.1,13734.83,29.74,41.04,2562,ยางพารา
พังงา,568391,482881,115645,0,13734.83,29.74,41.04,2562,ยางพารา
ภูเก็ต,70424,55270,10398,1688.8,13734.83,29.74,41.04,2562,ยางพารา
กระบี่,677429,581501,145420,1474.1,13734.83,29.74,41.04,2562,ยางพารา
ตรัง,1389795,1195090,292785,2035.5,13734.83,29.74,41.04,2562,ยางพารา
นครศรีธรรมราช,1957472,1779768,430617,2130.8,13734.83,29.74,41.04,2562,ยางพารา
พัทลุง,996841,871524,201632,1702.9,13734.83,29.74,41.04,2562,ยางพารา
สงขลา,2237645,1816227,437091,1370.8,13734.83,29.74,41.04,2562,ยางพารา
สตูล,559775,413113,99051,1905.7,13734.83,29.74,41.04,2562,ยางพารา
ปัตตานี,415155,351863,82265,1464,13734.83,29.74,41.04,2562,ยางพารา
ยะลา,1240284,1076871,248844,2097.2,13734.83,29.74,41.04,2562,ยางพารา
นราธิวาส,947372,832961,188987,2089.2,13734.83,29.74,41.04,2562,ยางพารา
เชียงราย,377268,299300,62087,1198.5,13259.01,24.6,44.85,2563,ยางพารา
พะเยา,153855,147213,30937,811.9,13259.01,24.6,44.85,2563,ยางพารา
ลำปาง,39142,32896,3991,951.4,13259.01,24.6,44.85,2563,ยางพารา
ลำพูน,6688,5748,1035,1061.8,13259.01,24.6,44.85,2563,ยางพารา
เชียงใหม่,25112,22615,4073,1085.1,13259.01,24.6,44.85,2563,ยางพารา
แม่ฮ่องสอน,1288,1024,126,977.6,13259.01,24.6,44.85,2563,ยางพารา
ตาก,14687,9623,1603,862.8,13259.01,24.6,44.85,2563,ยางพารา
กําแพงเพชร,36074,33571,6039,660.9,13259.01,24.6,44.85,2563,ยางพารา
สุโขทัย,51825,50789,8544,841.5,13259.01,24.6,44.85,2563,ยางพารา
แพร่,31055,21387,3656,1370.9,13259.01,24.6,44.85,2563,ยางพารา
น่าน,302314,241059,41014,1213.2,13259.01,24.6,44.85,2563,ยางพารา
อุตรดิตถ์,26572,16850,2350,1086.1,13259.01,24.6,44.85,2563,ยางพารา
พิษณุโลก,339483,323247,54808,1148.6,13259.01,24.6,44.85,2563,ยางพารา
พิจิตร,2748,1494,184,692.7,13259.01,24.6,44.85,2563,ยางพารา
นครสวรรค์,7909,6708,1010,803.8,13259.01,24.6,44.85,2563,ยางพารา
อุทัยธานี,37059,31623,5797,0,13259.01,24.6,44.85,2563,ยางพารา
เพชรบูรณ์,92538,76001,11530,939.4,13259.01,24.6,44.85,2563,ยางพารา
เลย,927596,817491,186257,1121.8,13259.01,24.6,44.85,2563,ยางพารา
หนองบัวลำภู,113259,108063,20814,964.5,13259.01,24.6,44.85,2563,ยางพารา
อุดรธานี,582669,561730,124864,1217.8,13259.01,24.6,44.85,2563,ยางพารา
หนองคาย,334560,313294,69588,1954.6,13259.01,24.6,44.85,2563,ยางพารา
บึงกาฬ,876734,841929,206556,0,13259.01,24.6,44.85,2563,ยางพารา
สกลนคร,399728,373162,82051,1284.6,13259.01,24.6,44.85,2563,ยางพารา
นครพนม,367308,356284,75662,1297.2,13259.01,24.6,44.85,2563,ยางพารา
มุกดาหาร,263295,247295,52574,1166,13259.01,24.6,44.85,2563,ยางพารา
ยโสธร,117083,106117,21600,0,13259.01,24.6,44.85,2563,ยางพารา
อํานาจเจริญ,92430,83099,17338,0,13259.01,24.6,44.85,2563,ยางพารา
อุบลราชธานี,622969,605294,125816,1595.1,13259.01,24.6,44.85,2563,ยางพารา
ศรีสะเกษ,370308,344106,74945,1572.4,13259.01,24.6,44.85,2563,ยางพารา
สุรินทร์,248241,217761,41165,1391.2,13259.01,24.6,44.85,2563,ยางพารา
บุรีรัมย์,311203,295525,64375,1266,13259.01,24.6,44.85,2563,ยางพารา
มหาสารคาม,11989,10486,1604,1265.2,13259.01,24.6,44.85,2563,ยางพารา
ร้อยเอ็ด,106295,98290,18786,1287.4,13259.01,24.6,44.85,2563,ยางพารา
กาฬสินธุ์,202544,190532,36142,1036.1,13259.01,24.6,44.85,2563,ยางพารา
ขอนแก่น,86998,80798,14500,1280.7,13259.01,24.6,44.85,2563,ยางพารา
ชัยภูมิ,123334,117255,24286,1164.1,13259.01,24.6,44.85,2563,ยางพารา
นครราชสีมา,88005,79731,15005,1457,13259.01,24.6,44.85,2563,ยางพารา
สระบุรี,2264,2056,282,0,13259.01,24.6,44.85,2563,ยางพารา
ลพบุรี,2216,1339,125,904.4,13259.01,24.6,44.85,2563,ยางพารา
สิงห์บุรี,0,0,0,0,13259.01,24.6,44.85,2563,ยางพารา
ชัยนาท,1784,1564,6,804.4,13259.01,24.6,44.85,2563,ยางพารา
สุพรรณบุรี,6888,5172,666,850.8,13259.01,24.6,44.85,2563,ยางพารา
อ่างทอง,0,0,0,0,13259.01,24.6,44.85,2563,ยางพารา
พระนครศรีอยุธยา,0,0,0,1093.4,13259.01,24.6,44.85,2563,ยางพารา
นนทบุรี,0,0,0,0,13259.01,24.6,44.85,2563,ยางพารา
กรงุเทพมหานคร,0,0,0,1704.2,13259.01,24.6,44.85,2563,ยางพารา
ปทุมธานี,363,339,53,1500.3,13259.01,24.6,44.85,2563,ยางพารา
นครนายก,949,613,106,0,13259.01,24.6,44.85,2563,ยางพารา
ปราจีนบุรี,38854,35944,6784,1529.7,13259.01,24.6,44.85,2563,ยางพารา
ฉะเชิงเทรา,237339,187128,33679,1430.1,13259.01,24.6,44.85,2563,ยางพารา
สระแก้ว,72655,62626,12087,1531.2,13259.01,24.6,44.85,2563,ยางพารา
จันทบุรี,550992,520693,102906,2556.5,13259.01,24.6,44.85,2563,ยางพารา
ตราด,326635,301855,64657,3504.3,13259.01,24.6,44.85,2563,ยางพารา
ระยอง,621711,553839,103655,1710,13259.01,24.6,44.85,2563,ยางพารา
ชลบุรี,236347,200130,41911,1256.6,13259.01,24.6,44.85,2563,ยางพารา
สมุทรปราการ,0,0,0,1534.3,13259.01,24.6,44.85,2563,ยางพารา
สมุทรสาคร,0,0,0,0,13259.01,24.6,44.85,2563,ยางพารา
นครปฐม,18,10,1,1207.7,13259.01,24.6,44.85,2563,ยางพารา
กาญจนบุรี,131344,125960,22693,1148.3,13259.01,24.6,44.85,2563,ยางพารา
ราชบุรี,47635,39759,5884,1108,13259.01,24.6,44.85,2563,ยางพารา
สมุทรสงคราม,0,0,0,0,13259.01,24.6,44.85,2563,ยางพารา
เพชรบุรี,18263,14494,2410,914.5,13259.01,24.6,44.85,2563,ยางพารา
ประจวบคีรีขันธ์,276559,264553,47023,969.8,13259.01,24.6,44.85,2563,ยางพารา
ชุมพร,720908,545847,129584,1768.2,13259.01,24.6,44.85,2563,ยางพารา
ระนอง,357852,296633,65602,3041.8,13259.01,24.6,44.85,2563,ยางพารา
สุราษฎร์ธานี,2422517,2114568,502618,2060.2,13259.01,24.6,44.85,2563,ยางพารา
พังงา,563162,510152,116945,0,13259.01,24.6,44.85,2563,ยางพารา
ภูเก็ต,70089,58133,10557,2565,13259.01,24.6,44.85,2563,ยางพารา
กระบี่,653173,559380,133651,2267.6,13259.01,24.6,44.85,2563,ยางพารา
ตรัง,1361536,1185411,287114,2214.6,13259.01,24.6,44.85,2563,ยางพารา
นครศรีธรรมราช,1938722,1777102,412841,3142.1,13259.01,24.6,44.85,2563,ยางพารา
พัทลุง,993455,895296,204030,2286.2,13259.01,24.6,44.85,2563,ยางพารา
สงขลา,2224165,1872299,437226,2764.2,13259.01,24.6,44.85,2563,ยางพารา
สตูล,531753,410430,96417,2430.1,13259.01,24.6,44.85,2563,ยางพารา
ปัตตานี,407499,353953,82305,2357.8,13259.01,24.6,44.85,2563,ยางพารา
ยะลา,1213553,1084003,244664,3177.9,13259.01,24.6,44.85,2563,ยางพารา
นราธิวาส,929888,833775,178472,3019.4,13259.01,24.6,44.85,2563,ยางพารา
เชียงราย,37723,36139,112089,1904.5,18843.97,36.75,2,2555,มันสำปะหลัง
พะเยา,5734,5446,17065,1133.4,18843.97,36.75,2,2555,มันสำปะหลัง
ลำปาง,18125,16965,50683,1219.3,18843.97,36.75,2,2555,มันสำปะหลัง
ลำพูน,13654,13141,39235,925.7,18843.97,36.75,2,2555,มันสำปะหลัง
เชียงใหม่,3827,3589,11630,958.4,18843.97,36.75,2,2555,มันสำปะหลัง
แม่ฮ่องสอน,0,0,0,1565.7,18843.97,36.75,2,2555,มันสำปะหลัง
ตาก,110601,105441,411053,1031.4,18843.97,36.75,2,2555,มันสำปะหลัง
กําแพงเพชร,657540,608273,2266981,1301.1,18843.97,36.75,2,2555,มันสำปะหลัง
สุโขทัย,41578,39709,127295,1199.1,18843.97,36.75,2,2555,มันสำปะหลัง
แพร่,11670,10243,31550,1383.5,18843.97,36.75,2,2555,มันสำปะหลัง
น่าน,2129,2027,6389,1159.8,18843.97,36.75,2,2555,มันสำปะหลัง
อุตรดิตถ์,33034,31733,108951,1475.3,18843.97,36.75,2,2555,มันสำปะหลัง
พิษณุโลก,187034,181883,618053,1233.5,18843.97,36.75,2,2555,มันสำปะหลัง
พิจิตร,18545,17382,58383,1077.5,18843.97,36.75,2,2555,มันสำปะหลัง
นครสวรรค์,451362,322445,1149391,1118.7,18843.97,36.75,2,2555,มันสำปะหลัง
อุทัยธานี,149828,146124,523302,0,18843.97,36.75,2,2555,มันสำปะหลัง
เพชรบูรณ์,180922,172100,665521,1044.5,18843.97,36.75,2,2555,มันสำปะหลัง
เลย,315896,311496,1070229,1052.4,18843.97,36.75,2,2555,มันสำปะหลัง
หนองบัวลำภู,47121,46144,149452,0,18843.97,36.75,2,2555,มันสำปะหลัง
อุดรธานี,352031,255415,821075,888.5,18843.97,36.75,2,2555,มันสำปะหลัง
หนองคาย,24083,23120,73077,1552,18843.97,36.75,2,2555,มันสำปะหลัง
บึงกาฬ,26262,25709,82499,0,18843.97,36.75,2,2555,มันสำปะหลัง
สกลนคร,154336,138902,407429,1741,18843.97,36.75,2,2555,มันสำปะหลัง
